https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume XVG
1584178740000,2020-03-14 09:39:00,XVG/EUR,0.0017224,0.00173449,0.0017224,0.00173449,71.95571597032097,41485.22964694
1584127920000,2020-03-13 19:32:00,XVG/EUR,0.00180734,0.00180734,0.00180734,0.00180734,115.91038081346716,64133.1353334
1584125340000,2020-03-13 18:49:00,XVG/EUR,0.00180458,0.00180458,0.00180458,0.00180458,331.471107891712,183683.24368646
1584125040000,2020-03-13 18:44:00,XVG/EUR,0.00180429,0.00180429,0.00180429,0.00180429,84.21482018011739,46674.76967678
1584112080000,2020-03-13 15:08:00,XVG/EUR,0.0029178,0.0029178,0.0029178,0.0029178,73.10012912444449,25053.16646941
1584103560000,2020-03-13 12:46:00,XVG/EUR,0.00296185,0.00296185,0.00296185,0.00296185,4.5788733581036,1545.950456
1584086400000,2020-03-13 08:00:00,XVG/EUR,0.0030521,0.0030521,0.0030521,0.0030521,4.695771335451363,1538.53783803
1584070380000,2020-03-13 03:33:00,XVG/EUR,0.00223196,0.00223196,0.00223196,0.00223196,95.78063016083108,42913.23776449
1584066660000,2020-03-13 02:31:00,XVG/EUR,0.00152056,0.00152056,0.00152056,0.00152056,17.47664401803357,11493.55764852
1584066600000,2020-03-13 02:30:00,XVG/EUR,0.0014315,0.00152056,0.0014315,0.00152056,17.24470932870103,11341.02523327
1584065580000,2020-03-13 02:13:00,XVG/EUR,0.00165503,0.00165503,0.00165503,0.00165503,180.86478034898087,109281.87425544001
1584065400000,2020-03-13 02:10:00,XVG/EUR,0.00165503,0.00165503,0.00165503,0.00165503,31.30592013569826,18915.62094687
1584064140000,2020-03-13 01:49:00,XVG/EUR,0.00165387,0.00165387,0.00165387,0.00165387,25.058736189583712,15151.57551052
1584064020000,2020-03-13 01:47:00,XVG/EUR,0.00165387,0.00165387,0.00165387,0.00165387,25.155317194081185,15209.97248519
1584057720000,2020-03-13 00:02:00,XVG/EUR,0.00178832,0.00178832,0.00178832,0.00178832,6.643728801315062,3715.06710282
1584057240000,2020-03-12 23:54:00,XVG/EUR,0.00178799,0.00178799,0.00178799,0.00178799,11.152981394788656,6237.72023042
1584056400000,2020-03-12 23:40:00,XVG/EUR,0.00178884,0.00178884,0.00178884,0.00178884,60.00307407858685,33543.00780315
1584056340000,2020-03-12 23:39:00,XVG/EUR,0.00178884,0.00178884,0.00178884,0.00178884,58.1373,32500.0
1584056280000,2020-03-12 23:38:00,XVG/EUR,0.00178884,0.00178884,0.00178884,0.00178884,7.286823918801392,4073.4911556099996
1584055680000,2020-03-12 23:28:00,XVG/EUR,0.001789,0.001789,0.001789,0.001789,349.63002989996534,195433.21961988
1584055620000,2020-03-12 23:27:00,XVG/EUR,0.00181268,0.00181268,0.0017899,0.0017899,298.92648843139096,167007.3682504
1584055440000,2020-03-12 23:24:00,XVG/EUR,0.00189651,0.00189651,0.00189651,0.00189651,5.6895299999999993e-11,3e-08
1584055380000,2020-03-12 23:23:00,XVG/EUR,0.00196897,0.00196897,0.00196897,0.00196897,113.18925781934138,57486.5324608
1584046440000,2020-03-12 20:54:00,XVG/EUR,0.00206001,0.00206001,0.00206001,0.00206001,281.6895736803122,136741.84769992
1584018840000,2020-03-12 13:14:00,XVG/EUR,0.0021673,0.0021673,0.0021673,0.0021673,43.346000000000004,20000.0
1584014640000,2020-03-12 12:04:00,XVG/EUR,0.00228417,0.00228417,0.00228417,0.00228417,5.20121785323874,2277.07125706
1584013440000,2020-03-12 11:44:00,XVG/EUR,0.00214219,0.00214219,0.00214219,0.00214219,53.94083113371123,25180.227306499997
1584012420000,2020-03-12 11:27:00,XVG/EUR,0.00222751,0.00222751,0.00222751,0.00222751,11.13755,5000.0
1584010800000,2020-03-12 11:00:00,XVG/EUR,0.0022912,0.0022912,0.00229,0.00229,22.6379486678623,9885.56710387
1584010080000,2020-03-12 10:48:00,XVG/EUR,0.00229201,0.00229201,0.00229201,0.00229201,30.91385615731026,13487.66198983
1584010020000,2020-03-12 10:47:00,XVG/EUR,0.00229201,0.00229201,0.00229201,0.00229201,88.3508249170251,38547.3121483
1584009840000,2020-03-12 10:44:00,XVG/EUR,0.00241204,0.00241204,0.00241204,0.00241204,14.955447008969424,6200.33125859
1584009240000,2020-03-12 10:34:00,XVG/EUR,0.0025111,0.0025111,0.0025111,0.0025111,29.277090689655946,11659.070005040001
1584007020000,2020-03-12 09:57:00,XVG/EUR,0.00260017,0.00260017,0.00260017,0.00260017,83.91853434852133,32274.24912545
1584006660000,2020-03-12 09:51:00,XVG/EUR,0.00266592,0.00266592,0.00266592,0.00266592,57.06527438650788,21405.47142694
1584006300000,2020-03-12 09:45:00,XVG/EUR,0.00266483,0.00266483,0.00266483,0.00266483,214.45636381948304,80476.56466622
1584005400000,2020-03-12 09:30:00,XVG/EUR,0.00266536,0.00266536,0.00266536,0.00266536,130.29039461060768,48882.85057576
1583986380000,2020-03-12 04:13:00,XVG/EUR,0.00274991,0.00274991,0.00274787,0.00274787,153.72396170979408,55942.95279973
1583954940000,2020-03-11 19:29:00,XVG/EUR,0.0028163,0.0028163,0.0028163,0.0028163,67.300184823656,23896.66755092
1583863500000,2020-03-10 18:05:00,XVG/EUR,0.0028269,0.0028269,0.0028269,0.0028269,27.41744160537173,9698.76599999
1583859600000,2020-03-10 17:00:00,XVG/EUR,0.0028495,0.0028495,0.0028495,0.0028495,6.220349562532189,2182.96176962
1583847240000,2020-03-10 13:34:00,XVG/EUR,0.0030043,0.0030043,0.0030043,0.0030043,23.92712696415301,7964.2935007
1583847000000,2020-03-10 13:30:00,XVG/EUR,0.003222,0.003222,0.003222,0.003222,70.86964716751211,21995.54536546
1583844960000,2020-03-10 12:56:00,XVG/EUR,0.00300171,0.00300171,0.0030015,0.0030015,67.82526576945222,22597.123361470003
1583844900000,2020-03-10 12:55:00,XVG/EUR,0.0030012,0.0030012,0.0030012,0.0030012,66.96030358974106,22311.17672589
1583760780000,2020-03-09 13:33:00,XVG/EUR,0.0028177,0.0028177,0.0028177,0.0028177,25.80805909914705,9159.26432876
1583730480000,2020-03-09 05:08:00,XVG/EUR,0.00293725,0.00293725,0.00293725,0.00293725,54.6683093248439,18612.072286950002
1583728680000,2020-03-09 04:38:00,XVG/EUR,0.00293638,0.00293638,0.00293638,0.00293638,81.74244367005066,27837.82877899
1583711160000,2020-03-08 23:46:00,XVG/EUR,0.00301982,0.00301982,0.00301982,0.00301982,4.227748,1400.0
1583707320000,2020-03-08 22:42:00,XVG/EUR,0.00308016,0.00308016,0.00308016,0.00308016,26.597213841174383,8635.01046737
1583704560000,2020-03-08 21:56:00,XVG/EUR,0.00308416,0.00308416,0.00308416,0.00308416,72.44969655991504,23490.90078333
1583682420000,2020-03-08 15:47:00,XVG/EUR,0.00310105,0.00310105,0.00310105,0.00310105,20.625153731444087,6651.02263151
1583681640000,2020-03-08 15:34:00,XVG/EUR,0.00317725,0.00317725,0.00317725,0.00317725,6.3545,2000.0
1583681580000,2020-03-08 15:33:00,XVG/EUR,0.00318992,0.00318992,0.00318992,0.00318992,67.77637929752909,21247.04672767
1583593200000,2020-03-07 15:00:00,XVG/EUR,0.00345076,0.00345076,0.00345076,0.00345076,6.9015200000000005,2000.0
1583593080000,2020-03-07 14:58:00,XVG/EUR,0.00339,0.00339,0.00339,0.00339,5.085,1500.0
1583559960000,2020-03-07 05:46:00,XVG/EUR,0.00345537,0.00345537,0.00345537,0.00345537,19.9746813211562,5780.76481568
1583559900000,2020-03-07 05:45:00,XVG/EUR,0.00325282,0.00325282,0.00325282,0.00325282,18.803787407740217,5780.76481568
1583517000000,2020-03-06 17:50:00,XVG/EUR,0.00323367,0.00323367,0.00323367,0.00323367,20.819597195274604,6438.3802909
1583509140000,2020-03-06 15:39:00,XVG/EUR,0.0032705,0.0032705,0.0032705,0.0032705,35.74340801346245,10929.03470829
1583421420000,2020-03-05 15:17:00,XVG/EUR,0.00353335,0.0035771,0.00353335,0.0035771,33.027646665542704,9233.078937
1583394420000,2020-03-05 07:47:00,XVG/EUR,0.0034116,0.0034116,0.0034116,0.0034116,8.517059399999999,2496.5
1583094240000,2020-03-01 20:24:00,XVG/EUR,0.00322701,0.0032281,0.00322701,0.0032281,26.79829196727581,8301.56809494
1582994760000,2020-02-29 16:46:00,XVG/EUR,0.0033369,0.0033369,0.0033369,0.0033369,25.90083725498999,7761.94589439
1582903860000,2020-02-28 15:31:00,XVG/EUR,0.0036483,0.0036483,0.0036483,0.0036483,82.16810314071526,22522.2989175
1582885740000,2020-02-28 10:29:00,XVG/EUR,0.0033555,0.0033555,0.0032853,0.0032853,24.532949881490016,7467.49151721
1582885500000,2020-02-28 10:25:00,XVG/EUR,0.0033555,0.0033555,0.0033555,0.0033555,45.2640071835,13489.497
1582836120000,2020-02-27 20:42:00,XVG/EUR,0.0038139,0.0038139,0.0038139,0.0038139,24.310067180825822,6374.07042157
1582826520000,2020-02-27 18:02:00,XVG/EUR,0.0035522,0.0035522,0.0035522,0.0035522,240.5834111350284,67728.00268426
1582782600000,2020-02-27 05:50:00,XVG/EUR,0.0032718,0.0032718,0.0032718,0.0032718,68.77583564988196,21020.79456259
1582762740000,2020-02-27 00:19:00,XVG/EUR,0.0036228,0.0036228,0.0036228,0.0036228,82.30493018692428,22718.5961651
1582762680000,2020-02-27 00:18:00,XVG/EUR,0.0036773,0.0036773,0.0036773,0.0036773,84.41475213729083,22955.63379036
1582759440000,2020-02-26 23:24:00,XVG/EUR,0.0033088,0.0033088,0.0032784,0.0032784,147.86918260512448,45104.06985271
1582733820000,2020-02-26 16:17:00,XVG/EUR,0.003485,0.003485,0.003485,0.003485,25.355818797004996,7275.701233
1582717140000,2020-02-26 11:39:00,XVG/EUR,0.003815,0.0041378,0.003815,0.0041378,178.86510428630697,43227.1023941
1582712520000,2020-02-26 10:22:00,XVG/EUR,0.00358531,0.00358531,0.00348501,0.00348501,7.904914741165548,2268.26170977
1582636860000,2020-02-25 13:21:00,XVG/EUR,0.00362574,0.00362574,0.00362574,0.00362574,56.06246246989516,15462.35043602
1582597020000,2020-02-25 02:17:00,XVG/EUR,0.0036254,0.0036254,0.0036254,0.0036254,16.3177923858867,4500.9633105
1582596900000,2020-02-25 02:15:00,XVG/EUR,0.0036254,0.0036254,0.0036254,0.0036254,71.04294583095681,19595.89171704
1582472520000,2020-02-23 15:42:00,XVG/EUR,0.00453663,0.00453663,0.00453663,0.00453663,32.9163096705292,7255.67429359
1582148820000,2020-02-19 21:47:00,XVG/EUR,0.0041867,0.0041867,0.0041867,0.0041867,41.33798943923134,9873.64498035
1582049940000,2020-02-18 18:19:00,XVG/EUR,0.0047237,0.0047237,0.0047237,0.0047237,52.52496118929616,11119.45322296
1582031940000,2020-02-18 13:19:00,XVG/EUR,0.00413645,0.00413645,0.00413645,0.00413645,101.7675205988476,24602.62316693
1581984360000,2020-02-18 00:06:00,XVG/EUR,0.00461398,0.00461398,0.00461398,0.00461398,197.68670734736835,42845.15913536
